,Number,Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_009,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_009,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_009,Input_A3_011,Input_A3_012,Input_A3_014,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_009,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_009,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_009,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_C_001,Input_C_005,Input_C_007,Input_C_008,Input_C_010,Input_C_011,Input_C_012,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_047,Input_C_048,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Input_C_015_Y,Input_C_015_X,Input_C_016_Y,Input_C_016_X,Input_C_017_Y,Input_C_017_X,Input_C_018_Y,Input_C_018_X,Input_C_019_Y,Input_C_019_X,Input_C_020_Y,Input_C_020_X,Input_C_021_Y,Input_C_021_X,Input_C_022_Y,Input_C_022_X,Input_C_023_Y,Input_C_023_X,Input_C_024_Y,Input_C_024_X,Input_C_025_Y,Input_C_025_X,Input_C_026_Y,Input_C_026_X,Input_C_027_Y,Input_C_027_X,Input_C_028_Y,Input_C_028_X,Input_C_029_Y,Input_C_029_X,Input_C_030_Y,Input_C_030_X,Input_C_031_Y,Input_C_031_X,Input_C_032_Y,Input_C_032_X,Input_C_033_Y,Input_C_033_X,Input_C_034_Y,Input_C_034_X,Input_C_035_Y,Input_C_035_X,Input_C_036_Y,Input_C_036_X,Input_C_037_Y,Input_C_037_X,Input_C_038_Y,Input_C_038_X,Predict
164,Train165,0.09,0.07,0.04,0.02,0.0,0.002,0.012,0.005,0.004,0.008,0.004,0.004,-0.05,-0.02,-0.03,-0.02,-0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.002,0.003,0.008,0.006,0.002,-0.03,-0.02,-0.03,0.2,0.6,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.002,0.005,0.01,0.006,-0.03,0.1,0.6,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.003,0.002,0.008,0.002,0.004,0.03,-0.01,-0.02,-0.02,-0.01,0.1,0.6,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.006,0.012,0.005,0.004,0.01,0.004,0.004,-0.02,-0.03,-0.02,-0.01,-0.02,0.2,0.5,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.002,0.008,0.003,0.008,0.006,0.002,-0.04,-0.04,-0.05,-0.03,0.1,0.6,0.0,0.0,4.0,0.002,0.0,2.5,0.01,0.003,0.004,0.005,0.0014,0.0014,0.0015,0.0012,0.001,0.0009,0.0013,0.0013,0.0009,0.004,0.006,0.005,0.004,0.006,0.005,0.005,0.013999999999999999,834.0,834.0,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.01,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.03,0.01,0.01,0.01,0.02,0.03,0.05,0.03,0.03,0.04,0.02,0.02,0.01,0.01,0.02,0.04,0.05,0.006999999999999999,-0.004,3.6,1.0,1.0,3.176,2.8989999999999996,2.801,3.783,3.802,3.555,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,2.0,-1.0,-3.0,0.0,1.0,-1.0,-3.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,4.0,0.004
165,Train166,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.004,0.004,0.008,0.008,0.008,-0.05,-0.02,-0.05,-0.03,-0.04,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.01,0.002,0.002,0.009000000000000001,0.006,0.006,-0.05,-0.03,-0.02,1.0,0.6,-0.01,-0.01,0.0,0.0,0.0,0.02,0.03,0.002,0.01,0.002,0.004,0.008,0.004,-0.02,1.0,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.008,0.01,0.002,0.003,0.005,0.004,0.004,-0.05,-0.04,-0.04,-0.02,-0.04,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.018000000000000002,0.01,0.004,0.005,0.01,0.004,0.002,-0.05,-0.04,-0.04,-0.04,-0.04,1.0,0.6,0.03,0.03,0.03,0.02,0.04,0.07,0.15,0.008,0.008,0.002,0.006,0.008,0.008,-0.05,-0.03,-0.03,-0.03,1.0,0.6,0.02,0.02,4.0,0.002,0.0,2.5,0.02,0.003,0.005,0.005,0.0014,0.0011,0.0006,0.0008,0.0008,0.0008,0.0007,0.0005,0.0012,0.003,0.008,0.005,0.009000000000000001,0.013000000000000001,0.004,0.006,0.016,834.0,835.0,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,159.07,0.01,0.03,0.03,0.01,0.01,0.04,0.01,0.03,0.02,0.05,0.05,0.04,0.01,0.03,0.01,0.05,0.05,0.01,0.008,0.004,3.8,1.0,1.0,4.058,3.592,5.06,3.6460000000000004,2.866,3.114,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-0.0863127216349826,0.6173966000415541,-0.04574236124898334,0.5303672913721009,-0.5237224477952012,0.44687592894896955,-0.09845823392299735,0.5611350686423666,0.6217544500202337,0.32557426557105695,0.42362860244709566,0.5329050623658524,-0.2754469081658293,0.4510810814744257,0.00028168245820126003,0.5494132879096877,0.0,0.0,0.0,-4.0,-1.0,-2.0,0.0,-1.0,1.0,2.0,0.0,-1.0,1.0,3.0,0.0,2.0,0.004
166,Train167,0.0,0.0,0.0,0.03,0.05,0.002,0.018000000000000002,0.002,0.004,0.008,0.008,0.008,0.02,-0.04,-0.03,-0.04,-0.03,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.016,0.004,0.004,0.006,0.006,0.006,-0.01,-0.05,-0.04,1.1,0.557,0.01,0.01,0.0,0.0,0.0,0.03,0.05,0.003,0.01,0.004,0.004,0.01,0.004,-0.04,0.3,0.597,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.002,0.016,0.003,0.004,0.008,0.004,0.006,0.03,-0.05,-0.05,-0.05,-0.05,0.2,0.581,0.02,0.02,0.02,0.0,0.0,0.02,0.04,0.07,0.006,0.016,0.002,0.003,0.01,0.008,0.004,0.01,-0.05,-0.04,-0.04,-0.05,0.1,0.552,-0.01,-0.01,-0.01,0.0,0.02,0.03,0.08,0.006,0.012,0.004,0.01,0.002,0.006,0.04,-0.05,-0.04,-0.05,0.4,0.593,0.0,0.0,3.5,0.002,0.002,2.8,0.012,0.004,0.002,0.004,0.0012,0.0011,0.0009,0.0011,0.0005,0.0013,0.0012,0.001,0.0012,0.002,0.006999999999999999,0.006,0.004,0.011000000000000001,0.006,0.006,0.012,834.0,835.0,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.0,0.01,0.01,0.02,15.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.02,0.03,0.03,0.04,0.02,0.02,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.04,0.02,0.02,0.03,0.003,0.005,4.0,0.0,0.0,4.777,3.667,3.398,2.844,4.284,3.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-2.0,0.0,-3.0,1.0,-4.0,1.0,-4.0,0.0,-2.0,-1.0,-4.0,0.0,-2.0,-1.0,-4.0,0.003
167,Train168,0.0,0.0,0.0,0.0,0.0,0.004,0.016,0.003,0.005,0.006,0.008,0.008,-0.03,-0.02,-0.03,-0.01,-0.02,0.4,-0.01,-0.01,-0.01,0.09,0.07,0.04,0.02,0.0,0.002,0.02,0.005,0.002,0.01,0.006,0.006,-0.02,-0.05,-0.04,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.002,0.02,0.002,0.003,0.01,0.004,-0.01,0.2,0.5,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.002,0.022000000000000002,0.004,0.003,0.006999999999999999,0.006,0.006,0.04,-0.03,-0.04,-0.02,-0.02,0.2,0.4,0.03,0.03,0.03,0.14,0.12,0.06,0.03,0.0,0.003,0.02,0.004,0.005,0.01,0.004,0.004,0.02,-0.04,-0.03,-0.05,-0.01,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.013999999999999999,0.02,0.003,0.006,0.006,0.006,-0.03,-0.02,-0.01,-0.01,0.1,0.5,0.0,0.0,3.5,0.0,0.0,3.0,0.02,0.003,0.004,0.005,0.001,0.0007,0.0006,0.0006,0.0008,0.0008,0.0009,0.0007,0.0011,0.002,0.006,0.004,0.006,0.006999999999999999,0.004,0.004,0.011000000000000001,835.0,835.0,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.0,0.01,0.01,0.01,15.93,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,159.07,0.04,0.01,0.04,0.03,0.04,0.02,0.03,0.01,0.01,0.03,0.02,0.04,0.01,0.03,0.01,0.02,0.03,0.04,-0.005,-0.006,4.0,1.0,1.0,3.6430000000000002,3.673,3.511,3.766,3.324,4.129,-1.0,0.0,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,-4.0,-2.0,-3.0,-1.0,-4.0,-1.0,-4.0,1.0,-3.0,1.0,-2.0,2.0,-5.0,2.0,-3.0,0.003
168,Train169,0.0,0.0,0.0,0.0,0.0,0.005,0.013999999999999999,0.002,0.004,0.009000000000000001,0.004,0.004,0.03,-0.04,-0.05,-0.05,-0.02,0.536,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.004,0.01,0.002,0.004,0.002,0.006,0.002,0.04,-0.05,-0.04,0.0,0.541,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.002,0.016,0.003,0.003,0.003,0.002,-0.04,0.0,0.573,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.09,0.006,0.01,0.002,0.005,0.002,0.002,0.004,0.01,-0.03,-0.03,-0.03,-0.05,0.4,0.522,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.002,0.01,0.003,0.004,0.009000000000000001,0.004,0.002,0.02,-0.04,-0.05,-0.05,-0.05,0.3,0.561,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.005,0.006999999999999999,0.006,0.004,0.02,-0.05,-0.03,-0.04,0.0,0.579,0.01,0.01,4.5,0.002,0.0,3.5,0.02,0.003,0.005,0.006,0.0013,0.001,0.0012,0.001,0.0011,0.0009,0.0011,0.001,0.0008,0.002,0.006,0.004,0.003,0.004,0.004,0.006,0.011000000000000001,834.0,834.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.01,0.02,0.01,0.0,15.9,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,159.07,0.01,0.01,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.02,0.02,0.03,0.01,0.03,0.03,0.03,0.03,0.03,0.006,0.004,3.8,1.0,1.0,4.065,2.862,3.236,3.4389999999999996,3.193,3.1889999999999996,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,-3.0,1.0,-3.0,1.0,-3.0,-1.0,4.0,0.0,4.0,1.0,4.0,0.0,5.0,0.004
169,Train170,0.0,0.0,0.0,0.0,0.0,0.016,0.012,0.003,0.002,0.01,0.004,0.002,0.049,-0.03,-0.03,-0.03,-0.02,0.53,0.0,0.0,-0.01,0.0,0.0,0.0,0.02,0.04,0.005,0.016,0.005,0.004,0.008,0.002,0.006,0.049,-0.02,-0.03,3.0,0.53,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.003,0.012,0.002,0.002,0.008,0.004,-0.02,2.0,0.56,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.005,0.005,0.008,0.004,0.004,0.049,-0.03,-0.02,-0.02,-0.01,4.0,0.56,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.005,0.002,0.01,0.004,0.002,0.05,-0.02,-0.04,-0.03,-0.02,2.0,0.53,0.01,0.01,0.0,0.0,0.02,0.03,0.08,0.003,0.01,0.003,0.008,0.002,0.002,0.05,-0.02,-0.03,-0.02,1.0,0.54,0.0,0.0,3.4,0.002,0.0,3.5,0.02,0.003,0.004,0.006,0.0021,0.0009,0.0007,0.0005,0.0003,0.0007,0.001,0.0013,0.0014,0.002,0.006,0.003,0.005,0.008,0.005,0.005,0.017,834.0,834.0,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.01,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.02,0.01,0.01,0.04,0.01,0.02,0.04,0.02,0.04,0.03,0.03,0.04,0.03,0.02,0.02,0.01,-0.006999999999999999,-0.005,3.8,1.0,1.0,4.496,3.3089999999999997,3.446,3.642,4.095,3.05,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,-2.0,1.0,-5.0,1.0,-2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,0.002
170,Train171,0.0,0.0,0.0,0.03,0.06,0.006,0.01,0.002,0.003,0.006,0.008,0.008,-0.02,-0.03,-0.02,-0.03,-0.01,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.004,0.012,0.002,0.004,0.008,0.006,0.006,-0.04,-0.02,-0.04,0.1,0.5,0.01,0.01,0.0,0.0,0.02,0.04,0.08,0.002,0.013999999999999999,0.002,0.004,0.008,0.004,-0.04,0.1,0.5,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.07,0.003,0.013999999999999999,0.002,0.004,0.01,0.004,0.006,0.01,-0.02,-0.04,-0.05,-0.02,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.02,0.04,0.08,0.002,0.012,0.004,0.002,0.01,0.006,0.004,0.05,-0.02,-0.01,-0.03,-0.02,0.1,0.6,0.02,0.02,0.02,0.0,0.02,0.04,0.07,0.006,0.016,0.002,0.01,0.008,0.006,-0.01,-0.03,-0.04,-0.03,0.1,0.5,0.02,0.02,4.5,0.002,0.002,3.0,0.02,0.003,0.005,0.005,0.0011,0.0011,0.0011,0.001,0.0009,0.0013,0.0013,0.0006,0.0007,0.003,0.006,0.003,0.005,0.006999999999999999,0.004,0.003,0.006999999999999999,834.0,834.0,0.01,0.01,0.02,0.02,0.0,0.01,0.01,0.01,0.02,0.01,0.02,15.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.02,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.03,0.02,-0.006,-0.006,4.0,1.0,1.0,3.655,3.887,4.34,4.086,3.9360000000000004,3.6489999999999996,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-3.0,0.0,-3.0,1.0,-4.0,0.0,-3.0,0.0,-1.0,0.0,-2.0,1.0,-3.0,0.0,-2.0,0.004
171,Train172,0.12,0.09,0.05,0.02,0.0,0.004,0.003,0.003,0.004,0.006,0.002,0.004,0.05,-0.01,-0.02,-0.02,-0.01,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.002,0.003,0.006,0.002,0.002,0.05,-0.01,-0.01,1.0,0.51,0.01,0.01,0.14,0.12,0.06,0.03,0.0,0.002,0.005,0.005,0.004,0.004,0.004,-0.02,0.0,0.52,0.03,0.03,0.03,0.18,0.16,0.08,0.04,0.0,0.002,0.006999999999999999,0.002,0.004,0.004,0.002,0.006,0.05,-0.01,-0.01,-0.02,-0.01,0.0,0.55,0.03,0.03,0.03,0.22,0.2,0.1,0.05,0.0,0.006,0.005,0.005,0.004,0.008,0.006,0.004,0.05,-0.02,-0.01,-0.01,-0.01,0.0,0.53,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.003,0.01,0.005,0.009000000000000001,0.002,0.002,0.05,-0.01,-0.02,-0.01,1.0,0.54,0.01,0.01,3.8,0.002,0.002,2.5,0.02,0.003,0.004,0.005,0.001,0.001,0.0014,0.0009,0.0013,0.001,0.0007,0.0007,0.0008,0.002,0.009000000000000001,0.005,0.011000000000000001,0.011000000000000001,0.005,0.004,0.012,834.0,834.0,0.02,0.01,0.02,0.0,0.02,0.01,0.01,0.01,0.02,0.01,0.01,15.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.03,0.03,0.05,0.05,0.01,0.01,0.05,0.04,0.01,0.04,0.04,0.02,0.03,0.02,0.05,0.02,0.01,-0.006,-0.006,4.3,2.0,2.0,3.94,4.249,4.2,4.496,4.002,4.625,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,-2.0,0.0,-5.0,0.0,-3.0,1.0,-4.0,0.0,0.0,0.0,-3.0,0.0,-3.0,1.0,3.0,0.003
172,Train173,0.0,0.0,0.0,0.0,0.0,0.008,0.003,0.003,0.004,0.01,0.004,0.002,0.049,-0.04,-0.04,-0.02,-0.04,0.58,0.0,0.0,0.0,0.08,0.06,0.03,0.0,0.0,0.004,0.004,0.004,0.002,0.01,0.002,0.004,0.048,-0.02,-0.03,3.0,0.56,-0.02,-0.02,0.0,0.0,0.0,0.02,0.03,0.002,0.003,0.003,0.004,0.01,0.004,-0.03,2.0,0.58,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.003,0.003,0.002,0.006,0.002,0.006,0.049,-0.03,-0.03,-0.03,-0.03,3.0,0.54,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.003,0.004,0.01,0.004,0.004,0.05,-0.04,-0.03,-0.03,-0.03,3.0,0.53,0.01,0.01,0.01,0.13,0.06,0.03,0.0,0.006,0.004,0.004,0.01,0.004,0.002,0.048,-0.03,-0.03,-0.04,4.0,0.56,-0.01,-0.01,3.6,0.002,0.002,3.0,0.02,0.003,0.005,0.005,0.0012,0.0011,0.0012,0.001,0.0009,0.0009,0.0011,0.0007,0.0004,0.002,0.01,0.005,0.006999999999999999,0.006,0.005,0.004,0.035,834.0,834.0,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,15.94,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,159.07,0.04,0.04,0.02,0.04,0.03,0.04,0.04,0.02,0.03,0.02,0.02,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.004,0.004,3.7,1.0,1.0,4.005,3.597,3.659,3.968,3.233,3.6039999999999996,2.0,0.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.4666667968268925,-0.5293601909862009,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,2.0,-5.0,2.0,-5.0,3.0,-2.0,3.0,-3.0,-1.0,4.0,-1.0,-3.0,-1.0,-2.0,-1.0,-3.0,0.005
173,Train174,0.15,0.13,0.06,0.03,0.0,0.006,0.011000000000000001,0.002,0.004,0.009000000000000001,0.002,0.006,-0.05,-0.04,-0.04,-0.04,-0.05,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.016,0.002,0.004,0.01,0.006,0.002,-0.05,-0.03,-0.05,1.0,0.6,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.008,0.013999999999999999,0.002,0.003,0.006,0.002,-0.03,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.005,0.005,0.004,0.01,0.004,0.006,-0.05,-0.05,-0.04,-0.04,-0.04,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.002,0.004,0.009000000000000001,0.004,0.004,-0.05,-0.04,-0.03,-0.03,-0.05,1.0,0.6,0.02,0.02,0.02,0.0,0.03,0.07,0.13,0.006,0.013999999999999999,0.003,0.008,0.002,0.002,-0.05,-0.02,-0.05,-0.05,1.0,0.6,0.01,0.01,4.0,0.0,0.002,2.5,0.02,0.003,0.004,0.005,0.0019,0.0007,0.0013,0.0012,0.0012,0.0012,0.001,0.0011,0.0012,0.003,0.012,0.004,0.009000000000000001,0.015,0.006,0.006,0.016,834.0,834.0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.02,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.01,0.04,0.05,0.03,0.02,0.05,0.02,0.03,0.05,0.04,0.01,0.04,0.04,0.01,0.05,0.03,0.01,0.006999999999999999,0.006999999999999999,4.0,2.0,2.0,2.855,3.411,3.947,4.314,3.8080000000000003,2.8360000000000003,1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.00956119953911383,2.889028190806215,0.23869249694429584,1.0973422674256454,0.7625233360460462,3.169493327855406,0.8374439183587903,2.4333065200752344,0.004
174,Train175,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.002,0.01,0.002,0.004,0.05,-0.01,-0.02,-0.01,-0.01,0.58,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.08,0.008,0.003,0.003,0.004,0.008,0.004,0.006,0.05,-0.02,-0.02,1.0,0.6,-0.02,-0.02,0.0,0.0,0.0,0.02,0.03,0.002,0.008,0.002,0.002,0.008,0.004,-0.02,5.0,0.6,-0.04,-0.04,-0.04,0.12,0.09,0.05,0.02,0.0,0.004,0.005,0.005,0.005,0.006,0.002,0.002,0.05,-0.02,-0.02,-0.01,-0.01,1.0,0.6,-0.05,-0.05,-0.05,0.07,0.05,0.03,0.0,0.0,0.002,0.006999999999999999,0.003,0.004,0.008,0.006,0.004,0.05,-0.02,-0.02,-0.02,-0.02,3.0,0.59,-0.04,-0.04,-0.04,0.08,0.04,0.02,0.0,0.002,0.004,0.004,0.01,0.004,0.002,0.05,-0.01,-0.01,-0.03,7.0,0.6,-0.03,-0.03,3.6,0.0,0.0,3.2,0.01,0.004,0.004,0.006,0.0013,0.001,0.0014,0.0014,0.0011,0.001,0.0014,0.0004,0.0009,0.002,0.005,0.004,0.004,0.008,0.004,0.005,0.02,834.0,834.0,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.01,0.02,0.01,15.91,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,159.07,0.04,0.03,0.02,0.03,0.04,0.01,0.03,0.03,0.02,0.03,0.01,0.01,0.03,0.03,0.03,0.03,0.03,0.04,-0.006,-0.006999999999999999,3.7,1.0,1.0,3.772,3.2769999999999997,3.1239999999999997,3.588,3.59,3.855,1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.004
